Temperature (°C),Pressure (kPa),Material Fusion Metric,Material Transformation Metric,Quality Rating
119.42025515861224,16.195292011287318,18509.0197255971,1702813.5379833127,100.0
267.5889814997608,10.376631293865003,72721.16136775957,19160297.102514405,99.18592691659428
119.21968157879262,24.56830743022518,29042.80534346194,1693905.3702022866,100.0
295.2918930026792,13.950192912443658,89912.11957339464,25748461.78601153,49.00235747543506
193.73024032954032,11.229001931059276,38947.27631059493,7270842.217315732,99.99999895475491
295.35221763806743,19.571614193635543,94729.80174506883,25764057.006150607,48.56821837394708
220.9691039490092,17.15409626520935,53875.16104968842,10789040.387749745,99.99973770409358
247.85271587966037,11.844826164092252,63092.79677648981,15225692.148589458,99.96740802553724
107.83755845086414,11.075831817140749,12987.656163662,1253913.7164470404,100.0
156.5613925152819,9.290133703250646,25313.26933323853,3837463.5107091246,99.99999999986396
124.03931224263378,6.569728734805189,15669.309248670912,1908394.808761618,100.0
159.22803950442898,17.514218130385174,30726.017087739307,4036692.269117634,99.9999999997237
123.7455437908488,15.113872762875104,18765.408714898007,1894682.084600864,100.0
163.5966358787952,9.696968215056923,27675.676756374407,4378383.308653491,99.99999999913815
182.852598902934,6.102490511667254,33662.33205489859,6113652.738556826,99.99999990769128
112.82949926975688,5.3780213652752735,12886.045029459565,1436346.5553553952,100.0
238.494423874004,19.769918593302343,64606.65659825455,13565074.249786995,99.99352943055516
213.32029084131503,8.7650637831034,46178.93428230902,9707179.584649688,99.99994025040743
153.07789818788908,10.332872387790133,24536.065634356262,3586943.5735324034,99.99999999994716
204.64961069333992,5.282243875611927,42028.84885568651,8570997.228233965,99.99998954146116
118.78810215168834,8.012781096643577,14625.071105997738,1676108.75908414,100.0
215.18929911123587,22.48891435124992,57680.231416766976,9964143.422794327,99.99991386262546
285.85923951524285,9.841216694849155,82668.62218556096,23359035.21382649,86.95630400918124
163.71379049026473,24.07916396966144,40763.45225163531,4387310.800110561,99.99999999911324
233.48207599273636,8.286936768002779,55082.971278627774,12727945.15510781,99.99734754403508
126.35957248087844,10.065229173192886,16986.438232399323,2017449.3282864308,100.0
243.2654408237131,22.35419936953985,70348.69679534936,14395480.718559224,99.98513385175578
157.8812185894402,13.532166773836424,27404.483305568898,3935239.789064008,99.99999999980652
136.63827240142336,10.356578783872116,19780.850911312664,2550931.6761095603,99.99999999999956
217.30258696201665,18.85627525440359,53924.93486975251,10260762.62577535,99.99987011858286
104.0215092374987,6.024568079644796,11039.1386161074,1125525.7806737197,100.0
265.78800584347266,22.81210353157009,82514.50177186774,18775611.886122253,99.38715670448852
100.9390952385094,21.831230907133197,20593.52329611773,1027961.6526604248,100.0
235.563307359246,6.715940702648718,55792.98662003355,13071379.72883213,99.99614936736964
154.00159463843298,20.97237493248989,32940.9912438768,3651937.615999732,99.99999999993202
247.038804424519,24.223408837663914,75241.82614228087,15075739.599714622,99.9716251985023
292.4377090234876,14.841392383097867,88788.88156443049,25008998.11559817,66.08591045297268
149.7506287039916,16.363067002520758,26806.46136093448,3357927.655769762,99.999999999979
215.23146688356735,18.59593480451855,52755.22207383913,9970162.430800969,99.99991313130012
218.4083862543678,10.33453886432022,48805.97977342116,10418458.784158196,99.99983920196372
214.45038115817468,17.993225179767496,51814.38333181167,9862027.527090147,99.999925430884
144.61632652812366,14.49735000205884,23960.835717747166,3024278.600445401,99.99999999999514
290.549802303397,13.110836092271564,86672.86197984082,24527806.379158027,74.16229245174303
189.42507572352548,23.056031191750098,48137.99761519736,6796392.336865716,99.99999959362196
269.2817344942256,20.95806219896968,81718.27955078294,19525893.60628179,98.93931870782684
239.89585506350087,23.692152564072543,70848.8551758047,13805450.244991072,99.99172553162622
159.48739017102673,21.733036497742123,35701.28137968997,4056285.234603197,99.99999999970431
262.75956394049547,5.836212023066027,69241.37782385705,18141566.37102461,99.62113978880598
179.30114816939692,17.130587821516468,37175.99331519187,5764041.536407127,99.9999999595227
276.22063942223235,18.952737630309414,83105.78371358111,21074679.39885419,96.9119400620182
216.2545745271717,18.297149514326,52891.66465254007,10113035.513944384,99.99989398349037
276.3470723709705,10.439128695167014,77505.3127158317,21103882.56143632,96.85148976565122
238.5063180155532,13.512607029299833,59352.5380655657,13567312.211832969,99.99351446934028
245.0508559639281,5.780582761671917,60243.08097394802,14715251.373650689,99.97978007018372
200.26487638534047,6.881882553913465,40431.9487874706,8031779.920216672,99.9999957888836
291.2167269446448,16.210238012383677,89066.77573943605,24697007.206868097,71.55194050428526
228.7980398459275,16.648235289311604,56962.83016536117,11976966.871995004,99.99886789182804
184.77100971163597,9.024585812472775,34875.31671762826,6308061.069272123,99.99999985692146
221.27864282558488,13.964054474830924,51687.15602288158,10834545.086079612,99.99972178433129
103.83863966186672,14.44154519497323,13794.36615676242,1119427.7409127892,100.0
160.31496333490986,5.226735550703605,25843.67542677574,4120209.513514645,99.99999999963195
232.03470749853705,7.850415666049859,54323.9189561441,12492711.498628326,99.99795719929774
158.0155214420888,17.486001145653574,30315.428854757083,3945168.785802377,99.99999999979956
223.6030857997683,24.856402155952345,65355.63758611384,11179165.263482109,99.99956871602733
185.75374018915323,18.007834958748724,40344.07088951941,6409006.728990877,99.9999998213092
127.09481284449004,7.404333343757199,16559.02775063843,2052919.3107965505,99.99999999999996
159.65646519120617,21.428805941982134,35330.16008084714,4069213.9401770034,99.99999999969086
213.992982140253,13.630754423631682,48325.55603900256,9799194.064437304,99.99993181370878
218.17455224963464,6.674004184288885,47897.41095848616,10385093.652712457,99.9998462631806
214.86504976991571,16.99649166652045,51076.94851518701,9919383.640115608,99.9999191243711
230.64016397142672,9.560921963298378,54068.86086178057,12268785.642220289,99.99841417905462
230.42065400033775,13.335634947590588,55465.27589982694,12233702.120482506,99.9984764992527
186.2836870867948,11.365884997487026,36169.895080869086,6464215.061779826,99.99999979851016
279.3093191702126,17.85707895014479,83707.87662253265,21789633.377690237,95.0735852490624
173.5123740095793,13.62069345613244,32633.499799580604,5223672.387998181,99.99999998979776
187.17298505312536,7.079641864329529,35388.56739226609,6557317.014083517,99.99999975385072
278.38467100313443,9.313511322641084,78305.89292818357,21574175.465311084,95.71341992344418
261.23879780921715,15.008905472761231,71626.72424446016,17828201.83315911,99.70314960013694
240.77771670807329,20.783684541415195,66951.66130932109,13958393.443168838,99.99034553646008
120.04537746246022,5.194865304752705,14551.084534786203,1729934.0611272603,100.0
283.8965227489347,17.248545679788002,85728.89060991275,22880977.42590352,90.23491414614318
242.84825990982227,7.317635173513324,59367.120492788345,14321989.932232,99.98616181455182
299.7694013135733,17.08098847536339,94845.24601904264,26937494.440414004,4.052686484307197
129.88966093159874,21.73615270956498,27140.79399929753,2190938.0956910024,99.99999999999994
273.6252114736428,9.5696593295387,75747.1302495173,20486434.96217399,97.92240209291823
132.49858693527497,14.910295049545354,20870.686090450083,2325906.3845425053,99.99999999999989
223.11191285676884,20.481058516890705,58370.19224193716,11105851.849888597,99.99960666887918
124.7639965698883,8.511549585092412,16182.686615719867,1942010.76619948,100.0
269.6016458644469,8.051222854039231,73206.94534593032,19595943.60082588,98.88478505505108
261.46379174500214,23.100917372785204,80691.17400987135,17873997.745242182,99.692294093756
213.82014772291865,18.89293302747793,52462.75422385109,9775298.273292605,99.99993410502474
181.43665944519995,19.731467260844436,40601.32932971598,5972371.4873196175,99.99999993345928
113.83339909102762,21.87937255224081,23431.85030397919,1474579.3446986545,100.0
239.48575462891276,15.788515617700227,61289.14403670831,13735079.389436606,99.99229684768856
190.70853653561375,14.768109983849277,39590.627461318254,6935802.919129549,99.99999946000906
244.4111198940696,16.125147031667602,63929.66217363688,14600077.073483754,99.98188642695057
273.27646518572584,19.340359378642816,81914.2781971176,20407919.59173717,98.03114228644148
295.10430100057715,12.818746103045228,89192.9280545847,25699450.69225705,50.34467615487739
271.1606684785222,6.9033649343396775,73857.09797771047,19937883.295968257,98.57918104261772
102.3428168370004,7.711937691657694,10932.711808994123,1071884.527577913,100.0
171.99561289567276,24.478059160848076,44249.14126162402,5087459.470267672,99.99999999295233
245.9981124848116,6.034353246815649,60734.80277990815,14886556.914602743,99.97622329227346
134.3259354522881,19.232386748982982,25157.222539265,2423334.346904654,99.9999999999998
204.20732124082588,23.873630568420065,55307.41143735393,8515004.005992515,99.9999904584256
110.86759766785072,7.585190944811662,12728.039096534674,1362685.3127697613,100.0
139.99930497928,19.445287557041564,26952.442128505325,2743581.01377637,99.99999999999876
103.7043588921228,11.049131959606214,12103.508733497338,1115176.1981177996,100.0
258.7395406714841,9.739300366223278,67869.96122746123,17321521.222661566,99.80173937417578
144.78493761207602,22.05245216426151,31687.02042729776,3034593.738834563,99.99999999999493
169.07033613938054,23.18707383171968,41051.08604685126,4832300.47960209,99.99999999657084
285.6162586931182,11.941010187847604,83279.28869845752,23299474.190794986,87.41428966243478
240.88288038470657,17.65295073418535,63525.69230875608,13976812.015990373,99.99016564715934
106.36778590626156,8.518752686689224,11932.304497447898,1203383.822668395,100.0
132.93883129958255,20.79518872852505,26665.40166617073,2348960.013374177,99.99999999999986
224.29568029995272,22.624797757514127,61889.76701652232,11283479.05940444,99.99950882706216
215.4457177208335,11.373447043630572,47888.07291192897,10000183.776652023,99.99990939674792
147.57856427490174,18.059339684949634,27669.301160862477,3213851.2590153534,99.99999999998865
286.84279958495875,22.52835395782985,93712.5335364034,23600571.42343021,84.93575723274604
222.7931911931792,5.30749812499513,49786.31580338327,11058714.249206737,99.99962940721744
207.12656060499165,22.1147052415951,53716.83400936143,8885532.874850499,99.99998267789204
217.98199527091415,16.442286883441092,51961.30275689753,10357394.89296834,99.9998519052934
246.02440590335397,13.280307695503025,62870.21064993,14891190.915972462,99.97611946281376
162.38899909592038,15.452316936975024,30059.80007714804,4281989.503248902,99.99999999936894
179.64421244321838,21.48124016123984,42184.42555092634,5797024.316548873,99.99999995615666
141.96874979502442,19.442590991000596,27504.70420610527,2861020.014246738,99.99999999999778
137.23860117606722,15.025297013644987,22226.53795041302,2584585.56889838,99.99999999999946
288.8744779967867,14.75304651874844,86659.4997483464,24105913.83620503,79.73426089021554
247.91015900985752,22.985154253907677,73602.9019453086,15235892.946309824,99.9671009904396
198.0917617235134,9.646844072072156,40138.09681233695,7773096.220605019,99.999997337138
145.48292559466466,6.9140339161827935,21495.799183476745,3079139.2900965437,99.99999999999376
150.8712963540786,18.57276237390864,29168.776053350983,3433809.8386506108,99.9999999999713
111.60583206477511,19.044234244115287,19362.87905389548,1389784.1319317964,100.0
186.88332511162417,16.36772053641917,39310.32678218633,6526702.720530893,99.99999976946032
162.35917639882052,10.25073090156312,27437.62317336731,4279764.342819575,99.99999999937351
239.2686977630919,10.919061208095329,58551.34460345242,13697896.41459444,99.99258371626856
175.5503678584962,17.340864577234143,36032.42646997448,5409798.533133432,99.99999998334414
135.92073551192698,10.459166846960647,19618.61823006363,2510950.9408231643,99.99999999999964
104.93574567826624,14.992424248018816,14381.3996706725,1155276.315773168,100.0
113.44992629264972,11.64148699769174,14448.589215192089,1460065.5183669748,100.0
235.87855469971345,15.208763522692989,59156.57824279715,13123743.081651,99.99592769660872
190.73936891120903,9.587277993788687,37262.73013157388,6939293.741213254,99.99999945619166
207.31584222174445,8.961209566305664,43699.47292919478,8910325.246976858,99.99998198883324
279.3342586080684,19.679966796258192,85649.70068451767,21795402.326205064,95.0552935822888
298.06778947934083,12.714550747208133,90899.83886492669,26481494.379580643,24.451317097045884
143.37939687969478,9.65132382329429,21456.653458526624,2947450.5180529426,99.99999999999665
232.61564062002012,22.168408029643203,65004.441339822544,12586349.310524974,99.99773207349033
152.66447534743014,13.034009530403928,25520.73001363613,3557895.859794998,99.99999999995282
104.13019989314574,7.317403305210954,11234.904434424798,1129040.4729766108,100.0
251.6757307672283,19.160959276911047,70375.47327389104,15940943.137273405,99.9380233317552
164.00343016449358,10.599439784834084,28087.95227837177,4411108.430777832,99.99999999904348
176.6927788343796,16.304844907180826,35554.947970331166,5516142.445694852,99.99999997812596
217.66342271072116,17.473860805243184,52712.761054122326,10312014.216686243,99.9998607352858
266.2096910472381,24.25148742183841,85130.73948443762,18865053.66212071,99.34499490591854
225.79636871822976,8.822024012303341,51670.601561067895,11511924.263149386,99.99934971613094
274.530131089479,10.683441145406768,76586.1572033599,20690341.392128985,97.61340216899352
154.70840696312715,23.644396641566413,37153.26828421177,3702338.886903816,99.99999999991763
259.6093667825128,19.365858126280017,74659.9262164903,17496523.510986492,99.77177839535696
137.12718886119043,13.986619939504244,21540.0059660985,2578325.6484768875,99.99999999999947
290.5583313943889,19.695467944585783,92064.24162032736,24529750.4819306,74.13360669672683
237.49765527756307,13.267702464192656,58740.67551624243,13395911.57598856,99.99457194975017
143.1015354227117,13.201030427579564,22778.55610748962,2930266.050170164,99.99999999999687
289.47411809778487,8.128335084482277,84332.30277582994,24256494.38085062,77.88817712297052
246.1711613540316,15.440964931855657,64281.728010258266,14917793.2037204,99.97551522012472
150.78832851900518,10.253288283700556,23815.04740100375,3428387.192862568,99.99999999997192
142.6623954734964,17.67186871906599,25871.39433465476,2903232.537743669,99.99999999999729
203.64014278613263,12.972123656787293,43652.20473281514,8444647.476265613,99.9999915048042
105.13254361090632,22.074420654585968,21809.276465364528,1161527.136071761,100.0
141.4940150882219,20.427251822610472,28544.28913242191,2832371.6233884506,99.99999999999804
184.93709375030124,7.958664663871183,34705.83319628532,6325104.956463935,99.99999985141316
174.83399606684512,16.821839263712302,35327.07397094176,5343854.877376117,99.99999998597195
192.7150848729621,19.274812409676088,44300.05127766585,7156894.049045569,99.9999991621307
155.52574125894637,15.28881823219651,27761.986311636934,3761662.726392723,99.99999999989711
217.35686929163376,7.27894563981658,47629.669366329945,10268756.825175978,99.99986869471066
272.7711211846463,15.064947882478709,77823.11446720178,20295058.6114013,98.17821808144149
123.50637119240662,13.657979793125952,17801.58890321597,1883757.874685751,100.0
203.47582143082283,11.515088719728466,42929.279214532085,8424256.767763678,99.99999178751884
126.41362126903068,16.650711430922936,20596.74996660877,2019863.4475791056,100.0
243.37193623851877,11.49744665975282,60749.76153565027,14414763.096373834,99.98485263193676
179.21194056145873,9.711133740105812,33032.738969244536,5755641.18738715,99.9999999603408
213.0842623717018,19.71802550768762,53071.28163689316,9674681.435687687,99.99994299073
136.65596724281573,9.267420427650846,19470.786540707315,2551944.267099753,99.99999999999956
128.96955186867544,21.105765108636728,26034.77846531608,2144723.8433741624,99.99999999999996
197.6112561297909,24.5832201243676,53906.701795296,7716156.428824809,99.99999759759416
171.12254756999113,13.824774329063183,31925.177781699484,5010777.822123735,99.99999999430224
288.0863890505626,21.24784771983733,92586.55530945904,23908923.3379324,81.93357086716748
253.06505076139305,8.367354567796374,64627.740353237496,16206701.701996412,99.9218809434012
249.73272397010945,20.946070044016075,71556.2671646417,15574500.564809091,99.9552462066237
280.7439479491867,24.249343170674678,93076.52119639612,22126853.84393178,93.89188240512424
116.68448708840371,15.34046788339806,17225.34114194605,1588455.411383271,100.0
210.4384939844813,10.114396084158788,45319.07266666659,9319031.671944914,99.99996625393976
216.89521379115376,8.21652536553253,47598.24198471596,10203449.802272636,99.99987991451948
292.3872757094458,23.33253658567729,98192.72139042628,24995737.063739825,66.33680638498876
158.42950535850977,11.491450773733884,26617.393783575943,3976433.982181883,99.99999999977616
148.16575598308935,14.94007461766132,25287.802995081816,3252473.1548057324,99.99999999998656
120.05878845309957,13.668631023436916,16967.84316724685,1730354.0740926226,100.0
103.28592591829484,13.704310409127146,13241.76331856946,1101664.6413251646,100.0
285.90586335843807,20.305165209024945,90113.97692060744,23370151.30057688,86.86913350134942
233.983309318182,23.703166386300552,68065.57833493203,12809600.610540098,99.99709911644048
257.0305824046276,17.73549354456134,71643.37954864296,16980338.985130634,99.84993444016062
156.34602115078982,24.142764448944263,38516.24568876688,3821151.5144689786,99.99999999987185
217.28203323726532,8.808893372160675,47895.02216467445,10258129.197488269,99.9998705844827
112.79105322419622,16.278745532567935,17035.6494701573,1434642.6694987996,100.0
197.12551918692455,18.71013970756782,45408.3163466221,7659646.0662699295,99.99999783252606
295.49902794888936,19.299526592523137,94508.20351306144,25802506.76487296,47.48315141579122
275.30104906331815,20.116949021994092,83931.82866570154,20864845.61208088,97.3156168356716
167.63179036736912,11.663002032683291,29686.884182507438,4710387.209928331,99.99999999760212
292.31403090829974,22.64389159005178,97058.05357079858,24976988.26633811,66.68858918440064
146.3403252942409,7.634111249038018,21860.404173711315,3133891.6114104586,99.999999999992
289.86376448313626,10.570714286980245,85202.17358043841,24354532.18386716,76.60359480064864
288.2755409412997,14.374280011532504,86072.80017512813,23956294.40180761,81.42593202569385
259.84051747047835,16.83996185175704,72292.64356852238,17543393.193689685,99.76306871526376
226.08958737335823,10.905683632858327,52413.5573924291,11556789.802386934,99.99931332213345
274.8575933249894,23.15651289902718,87963.77665698816,20764046.989349768,97.4915809444207
158.60405690155935,14.036936630351812,27921.02295588892,3989527.169659676,99.9999999997656
269.7887110625836,7.006746682313696,73129.94133528961,19636778.166297603,98.8518058631199
223.57533838350477,21.381035315725413,59760.24381617048,11175164.497730909,99.99957087186031
102.6473715517799,24.30907791501576,24901.477148932856,1080951.342429344,100.0
169.4467035864439,11.926553001716895,30408.65005746292,4865042.918723563,99.99999999623084
129.628172189633,16.092871691704353,20971.203292740225,2177943.21789673,99.99999999999996
296.36587796365063,16.661412055755036,92457.98578877044,26030347.610932466,40.60476603639993
195.6740614079976,21.032418376027625,47592.29406337506,7491592.298647628,99.99999841119742
199.4782730997325,8.036765477231508,40310.67290098341,7937491.359730125,99.99999643057907
227.89450327974475,21.825081280600894,62331.936665497415,11835430.852753377,99.99904146259875
173.7169212259235,19.432190025026383,37515.35817373252,5241976.7181500895,99.99999998928573
127.3800543371198,5.698401918824361,16410.715521622384,2066795.30445631,99.99999999999996
264.4235466388491,16.338303425444668,74281.16132833614,18488177.73371581,99.50620174106992
137.9695823805516,5.560675342179239,19207.54791764563,2626303.6424731407,99.99999999999932
202.2637965092912,14.928798946720796,44237.810437977816,8274519.178305172,99.99999361103092
144.86340579494785,16.98826235635585,25888.23682624132,3039728.8331298074,99.99999999999478
119.5688968988068,17.69759411258361,19839.69319153595,1709129.9670288083,100.0
272.43830348433664,23.537573373754224,87262.85347440363,20220533.163512237,98.26967179947675
294.5838978046261,10.941140377215676,88089.42092580056,25563774.56856337,53.89141903872383
292.1669316126,21.89131719476991,95852.4867998136,24939332.95669245,67.38482476028398
281.3110998442358,14.044424267408292,81906.13934013412,22261619.636822645,93.34992317702928
254.80946653972777,18.338797191768972,71095.41230800626,16543898.138632622,99.8957773975479
166.62903040572837,21.158868458452663,37238.01082298351,4626046.285027754,99.99999999813804
116.22027799759935,19.48082331817624,20900.17372408655,1569425.57621224,100.0
181.44823428276143,20.91001177777876,42065.91674406808,5973466.767763556,99.99999993328824
146.44682843418855,17.721390144144,27012.03481827804,3140483.275427194,99.99999999999176
126.4975269515966,21.015612178098568,25283.294595926243,2023724.2483493343,100.0
110.68543635736503,23.180269535472757,24706.60173292761,1355499.3785003792,100.0
245.11887284211576,23.08837683103163,72391.05546653476,14727008.341682224,99.97955272168502
102.2854917250062,11.557764390083484,12006.230148940089,1070010.1497630146,100.0
254.11614970055524,24.439456547105088,79172.38810887397,16408957.536727434,99.90706786278764
129.38932908007502,6.153339926241288,16974.586033721716,2166146.331436036,99.99999999999996
115.90441651735117,17.328053868643348,18636.7803636598,1556740.4030466366,100.0
117.92060684772107,14.904491154038412,17216.210664369362,1639495.6762445178,100.0
234.40956147078288,9.60952140319026,55835.21359826698,12880207.32338109,99.99686706056414
149.07344197056895,15.702960971597806,26094.97406358829,3312596.2839728533,99.99999999998263
184.10789333601969,6.319093194001788,34148.0437121935,6240429.006486557,99.9999998769634
211.47375826478336,16.07428315180549,48874.46516847092,9457091.373757545,99.99995853914616
272.1102347657587,22.089308837476946,84822.18342914403,20147636.806294423,98.35498585554726
245.4088525422657,7.819448251258017,60703.615458973865,14779810.909016458,99.97850208516884
154.0655810477429,11.507043734817437,25259.87457740683,3656799.53561506,99.99999999993076
126.29655985822552,17.622465421035997,21423.500357724377,2014223.2719711368,100.0
111.0748640842396,12.18602557374259,14147.240715206815,1370251.568688209,100.0
160.3197268961885,13.300060542953648,28055.08396054393,4120427.234839316,99.99999999963168
152.42362984793564,11.769017963200405,24863.08706985512,3541114.0330469785,99.99999999995585
191.22811336009596,14.653397912079216,39714.59927689479,6992651.516727645,99.99999939463342
236.6562671095361,12.4639190745461,57942.44960018655,13254060.21822036,99.99532354024824
239.12508912777145,7.884966464917507,57671.03787456355,13673303.6965703,99.99276796550816
156.70376931643332,8.976255923973483,25279.316716207995,3847948.3619598886,99.99999999985866
175.9853911800241,6.584931800465252,31256.389288652277,5450375.182931849,99.99999998150724
136.2301923473806,14.353141354382004,21515.594233500524,2528044.531817118,99.9999999999996
257.7091024613037,21.90807869017468,76929.06864164794,17115007.5971212,99.83238557309078
111.36961528664806,6.8110216677037805,12719.154614312783,1381292.243267598,100.0
239.39944834499747,18.174509950303364,63315.36935509039,13720153.821456328,99.99241321503382
255.73907918822067,13.40446320907005,67810.98566638322,16725789.468826938,99.87853677390704
255.48151236975065,22.42762043189474,76551.85493361979,16674980.507445613,99.88360167312796
151.884512869071,12.26627091661438,24914.50557135117,3503658.974837064,99.99999999996194
174.76262758651228,18.888867774639067,37281.3223995281,5337239.188283011,99.99999998621314
217.5199270392778,12.982244530720578,49502.92892566143,10291769.11593956,99.99986451458828
154.5643804848934,15.838968819756325,27863.716282514128,3692315.0082786623,99.99999999992072
174.1705598435777,20.498912828846223,38949.13833788126,5283110.594331658,99.9999999880467
139.41085603712793,24.35714166898932,33885.75675086401,2708910.638202277,99.99999999999896
191.97117675120148,7.697748951324137,37309.06542625445,7074641.602435102,99.99999928732052
108.9224602508228,15.581941217380905,15647.349247586872,1292024.4194207282,100.0
259.9591769141236,7.645372847687946,68025.65890057785,17567663.92627924,99.75843820137176
115.39128939732656,5.610074402847576,13491.71517471231,1536420.8158638233,100.0
203.7670297663052,19.9590124050642,49471.91803597721,8460212.973822426,99.99999128293686
161.36201990903922,24.665426376882618,41043.73393696932,4200887.7195882425,99.99999999951716
215.5085897662751,16.9080656627256,51277.67546365074,10008784.77269736,99.9999082996583
291.886668166685,6.448652900090321,85465.99508538809,24868068.288548317,68.66564445551323
229.1140488912008,6.23455957823314,52735.58306633685,12026901.581372462,99.9987999906004
